B,35120,35186,41559,32917,38254,35671,28760,41887,55801,47093,59447,44300,,B,33376,36668,40064,45821,38005,36956,43762,71145,92128,88508,104534,83708,,B,26137,40012,39185,39972,53834,54870,82292,162656,222379,255506,249316,226261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,43631,41585,37743,33100,34740,31553,41467,45585,50320,42241,48274,47474,,C,37677,44353,43841,48326,55539,46634,57952,74004,73925,74476,91433,61585,,C,26609,29140,39802,44838,38464,48116,70502,114934,131326,130343,145621,139011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,36077,28996,29284,30333,35868,33048,31763,36550,37271,37402,36550,38700,,D,34255,40903,45703,49703,51106,56444,68365,67460,72601,80928,76378,60418,,D,28156,43474,37258,39592,41664,49388,64312,112468,150185,145896,149070,148782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,184,41861,45087,48772,48811,50726,50949,49506,55972,50346,55460,47447,,E,249,45716,44746,43959,45598,50333,50162,48352,51474,55828,50660,54451,,E,236,33769,35763,39789,43553,48916,59775,86515,100783,99236,109294,93570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,79,49874,45100,50477,52995,48326,44116,51251,46569,38490,47788,37861,,F,131,51946,47054,45349,54503,57808,56877,63631,62962,65768,68443,66542,,F,210,38346,39828,44221,46687,48208,59591,82751,90475,93872,98108,92941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,157,50188,28996,47841,51133,54910,23448,49139,32038,25429,38176,33730,,G,118,47395,45611,38097,46189,53310,54018,54136,47749,47015,58227,41861,,G,144,40471,40208,37481,46910,51356,51185,74660,68483,67591,68483,62568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,157,29953,25573,28235,41218,24602,36051,22583,35658,23527,24589,22570,,H,118,47015,46241,43461,39736,43775,45520,51618,44812,50503,51644,36182,,H,210,32209,30150,34373,36077,42097,47054,52352,50556,53742,55578,46739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Background,144.25,,,,,,,,,,,,,Background,154,,,,,,,,,,,,,Background,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raw data - background,,,,,,,,,,,,,Average,raw data - background,,,,,,,,,,,,,Average,raw data - background,,,,,,,,,,,,,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<>,1,2,3,4,5,6,7,8,9,10,11,12,,<>,1,2,3,4,5,6,7,8,9,10,11,12,,<>,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,32785.75,30306.75,28300.75,27343.75,21376.75,30372.75,30110.75,34372.75,40798.75,41663.75,41467.75,55722.75,,A,27714,35255,34494,36828,29432,30074,36776,64237,73784,74558,87738,75856,,A,15603,30697,26579,26107,25517,31996,53123,103573,144372,150601,151060,166299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,34975.75,35041.75,41414.75,32772.75,38109.75,35526.75,28615.75,41742.75,55656.75,46948.75,59302.75,44155.75,49939.25,B,33222,36514,39910,45667,37851,36802,43608,70991,91974,88354,104380,83554,79705,B,25937,39812,38985,39772,53634,54670,82092,162456,222179,255306,249116,226061,196180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,43486.75,41440.75,37598.75,32955.75,34595.75,31408.75,41322.75,45440.75,50175.75,42096.75,48129.75,47329.75,,C,37523,44199,43687,48172,55385,46480,57798,73850,73771,74322,91279,61431,,C,26409,28940,39602,44638,38264,47916,70302,114734,131126,130143,145421,138811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,35932.75,28851.75,29139.75,30188.75,35723.75,32903.75,31618.75,36405.75,37126.75,37257.75,36405.75,38555.75,,D,34101,40749,45549,49549,50952,56290,68211,67306,72447,80774,76224,60264,,D,27956,43274,37058,39392,41464,49188,64112,112268,149985,145696,148870,148582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,,41716.75,44942.75,48627.75,48666.75,50581.75,50804.75,49361.75,55827.75,50201.75,55315.75,47302.75,,E,,45562,44592,43805,45444,50179,50008,48198,51320,55674,50506,54297,,E,,33569,35563,39589,43353,48716,59575,86315,100583,99036,109094,93370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,,49729.75,44955.75,50332.75,52850.75,48181.75,43971.75,51106.75,46424.75,38345.75,47643.75,37716.75,,F,,51792,46900,45195,54349,57654,56723,63477,62808,65614,68289,66388,,F,,38146,39628,44021,46487,48008,59391,82551,90275,93672,97908,92741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,,50043.75,28851.75,47696.75,50988.75,54765.75,23303.75,48994.75,31893.75,25284.75,38031.75,33585.75,,G,,47241,45457,37943,46035,53156,53864,53982,47595,46861,58073,41707,,G,,40271,40008,37281,46710,51156,50985,74460,68283,67391,68283,62368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,,29808.75,25428.75,28090.75,41073.75,24457.75,35906.75,22438.75,35513.75,23382.75,24444.75,22425.75,,H,,46861,46087,43307,39582,43621,45366,51464,44658,50349,51490,36028,,H,,32009,29950,34173,35877,41897,46854,52152,50356,53542,55378,46539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
convert to cel#,,,,,,,,,,,,,,convert to cel#,,,,,,,,,,,,,,convert to cel#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daco nM,250,83.33,27.78,9.259,3.086,1.029,0.343,0.114,0.038,0.013,0.004,DMSO,,Daco nM,250,83.33,27.78,9.259,3.086,1.029,0.343,0.114,0.038,0.013,0.004,DMSO,,Daco nM,250,83.33,27.78,9.259,3.086,1.029,0.343,0.114,0.038,0.013,0.004,DMSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no Osi,2627,2428,2268,2191,1713,2434,2413,2754,3269,3338,3323,4465,,no Osi,2221,2825,2764,2951,2358,2410,2947,5147,5912,5974,7030,6078,,no Osi,1250,2460,2130,2092,2045,2564,4256,8299,11568,12067,12104,13325,Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no Osi,2802,2808,3318,2626,3054,2847,2293,3345,4459,3762,4752,3538,,no Osi,2662,2926,3198,3659,3033,2949,3494,5688,7369,7079,8363,6695,,no Osi,2078,3190,3124,3187,4297,4380,6578,13017,17802,20456,19960,18113,Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 2.5 nM Osi,3484,3320,3013,2641,2772,2517,3311,3641,4020,3373,3856,3792,,with 2.5 nM Osi,3007,3541,3500,3860,4438,3724,4631,5917,5911,5955,7314,4922,,with 2.5 nM Osi,2116,2319,3173,3577,3066,3839,5633,9193,10506,10428,11652,11122,2.5 nM Osi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 2.5 nM Osi,2879,2312,2335,2419,2862,2636,2533,2917,2975,2985,2917,3089,,with 2.5 nM Osi,2732,3265,3650,3970,4082,4510,5465,5393,5805,6472,6107,4829,,with 2.5 nM Osi,2240,3467,2969,3156,3322,3941,5137,8995,12017,11674,11928,11905,2.5 nM Osi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 5 nM Osi,0,3343,3601,3896,3899,4053,4071,3955,4473,4022,4432,3790,,with 5 nM Osi,0,3651,3573,3510,3641,4021,4007,3862,4112,4461,4047,4351,,with 5 nM Osi,0,2690,2849,3172,3474,3903,4773,6916,8059,7935,8741,7481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 5 nM Osi,0,3985,3602,4033,4235,3861,3523,4095,3720,3072,3817,3022,,with 5 nM Osi,0,4150,3758,3621,4355,4619,4545,5086,5032,5257,5472,5319,,with 5 nM Osi,0,3056,3175,3527,3725,3847,4759,6614,7233,7505,7845,7431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 10 nM Osi,0,4010,2312,3822,4085,4388,1867,3926,2555,2026,3047,2691,,with 10 nM Osi,0,3785,3642,3040,3689,4259,4316,4325,3814,3755,4653,3342,,with 10 nM Osi,0,3227,3206,2987,3743,4099,4085,5966,5471,5400,5471,4997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 10 nM Osi,0,2388,2037,2251,3291,1960,2877,1798,2846,1874,1959,1797,,with 10 nM Osi,0,3755,3693,3470,3171,3495,3635,4124,3578,4034,4126,2887,,with 10 nM Osi,0,2565,2400,2738,2875,3357,3754,4179,4035,4290,4437,3729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC9 Daco titration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CTG/cell,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment,cell#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC9,12.4806027777778,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 nM Daco,2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 nM Daco,4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 2.5 nM Osi,3066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 2.5 nM Osi,3322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 5 nM Osi,3474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 5 nM Osi,3725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 10 nM Osi,3743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 10 nM Osi,2875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vehicle,13325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vehicle,18113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 nM Osi,11122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 nM Osi,11905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
