B,179600,171590,172050,170740,169700,164690,172440,207040,209060,213350,211850,211410,,B,181020,176070,167690,170140,162890,181430,257350,334370,354340,337600,355600,377190,,B,141430,137680,137010,132360,141120,207310,533100,633950,665790,671210,692340,695160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,166750,175050,173650,177930,168970,176340,172270,186200,201970,192300,203660,194710,,C,183320,171880,160900,158030,163500,174700,219290,280490,293030,304150,315610,308380,,C,136160,133390,135360,126690,135970,160890,345970,472230,480410,481730,467020,489250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,172780,184990,176210,179330,179940,183750,176320,183200,207330,203590,210280,195880,,D,172460,182510,171170,170400,160510,167620,230080,284860,313010,294030,304840,308980,,D,135940,133780,139120,129750,138590,165870,341330,478830,476730,516180,504630,500810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,752,159450,165210,170360,165690,162940,169010,171170,173140,171840,171700,176520,,E,948,177750,171790,175150,166340,161840,208490,241340,238600,236020,242140,238420,,E,619,138480,140830,140790,154290,163820,244560,307290,336140,318050,320740,316460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,632,154750,169870,160460,167140,170820,165210,177940,173860,176790,172640,162620,,F,608,183380,180980,173080,165340,177790,196180,236290,233530,226200,248490,237940,,F,489,140330,145020,136210,146380,161070,245330,358900,358370,347280,354480,321320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,612,168830,182840,164570,168790,166420,179970,175060,167530,176390,175140,169230,,G,748,184650,181470,171520,179920,182750,189510,202670,188400,192090,201860,197850,,G,589,131730,136710,144910,155320,159430,196860,227590,241990,225620,227300,220660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,402,168110,168900,170160,179480,176620,166470,171670,170170,171960,165140,166240,,H,448,181190,183960,167140,172340,180140,203180,203090,200470,196360,203520,205020,,H,429,137720,139960,141710,147280,163690,184300,234290,230750,222280,218920,209540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Background,599.5,,,,,,,,,,,,,Background,688,,,,,,,,,,,,,Background,531.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raw data - background,,,,,,,,,,,,,Average,raw data - background,,,,,,,,,,,,,Average,raw data - background,,,,,,,,,,,,,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<>,1,2,3,4,5,6,7,8,9,10,11,12,,<>,1,2,3,4,5,6,7,8,9,10,11,12,,<>,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,179560.5,179840.5,169120.5,164240.5,155740.5,166690.5,166080.5,207790.5,205660.5,205040.5,207180.5,203640.5,,A,184462,178742,167052,165122,169152,176462,295412,346012,337902,347062,357312,371742,,A,133188.5,140748.5,134108.5,142938.5,143008.5,214088.5,582658.5,661168.5,659288.5,671648.5,698748.5,681228.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,179000.5,170990.5,171450.5,170140.5,169100.5,164090.5,171840.5,206440.5,208460.5,212750.5,211250.5,210810.5,207225.5,B,180332,175382,167002,169452,162202,180742,256662,333682,353652,336912,354912,376502,374122,B,140898.5,137148.5,136478.5,131828.5,140588.5,206778.5,532568.5,633418.5,665258.5,670678.5,691808.5,694628.5,687928.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,166150.5,174450.5,173050.5,177330.5,168370.5,175740.5,171670.5,185600.5,201370.5,191700.5,203060.5,194110.5,,C,182632,171192,160212,157342,162812,174012,218602,279802,292342,303462,314922,307692,,C,135628.5,132858.5,134828.5,126158.5,135438.5,160358.5,345438.5,471698.5,479878.5,481198.5,466488.5,488718.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,172180.5,184390.5,175610.5,178730.5,179340.5,183150.5,175720.5,182600.5,206730.5,202990.5,209680.5,195280.5,,D,171772,181822,170482,169712,159822,166932,229392,284172,312322,293342,304152,308292,,D,135408.5,133248.5,138588.5,129218.5,138058.5,165338.5,340798.5,478298.5,476198.5,515648.5,504098.5,500278.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,,158850.5,164610.5,169760.5,165090.5,162340.5,168410.5,170570.5,172540.5,171240.5,171100.5,175920.5,,E,,177062,171102,174462,165652,161152,207802,240652,237912,235332,241452,237732,,E,,137948.5,140298.5,140258.5,153758.5,163288.5,244028.5,306758.5,335608.5,317518.5,320208.5,315928.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,,154150.5,169270.5,159860.5,166540.5,170220.5,164610.5,177340.5,173260.5,176190.5,172040.5,162020.5,,F,,182692,180292,172392,164652,177102,195492,235602,232842,225512,247802,237252,,F,,139798.5,144488.5,135678.5,145848.5,160538.5,244798.5,358368.5,357838.5,346748.5,353948.5,320788.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,,168230.5,182240.5,163970.5,168190.5,165820.5,179370.5,174460.5,166930.5,175790.5,174540.5,168630.5,,G,,183962,180782,170832,179232,182062,188822,201982,187712,191402,201172,197162,,G,,131198.5,136178.5,144378.5,154788.5,158898.5,196328.5,227058.5,241458.5,225088.5,226768.5,220128.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,,167510.5,168300.5,169560.5,178880.5,176020.5,165870.5,171070.5,169570.5,171360.5,164540.5,165640.5,,H,,180502,183272,166452,171652,179452,202492,202402,199782,195672,202832,204332,,H,,137188.5,139428.5,141178.5,146748.5,163158.5,183768.5,233758.5,230218.5,221748.5,218388.5,209008.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
convert to cel#,,,,,,,,,,,,,,convert to cel#,,,,,,,,,,,,,,convert to cel#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daco nM,250,83.33,27.78,9.259,3.086,1.029,0.343,0.114,0.038,0.013,0.004,DMSO,,Daco nM,250,83.33,27.78,9.259,3.086,1.029,0.343,0.114,0.038,0.013,0.004,DMSO,,Daco nM,250,83.33,27.78,9.259,3.086,1.029,0.343,0.114,0.038,0.013,0.004,DMSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no Osi,3263,3268,3074,2985,2830,3029,3018,3776,3738,3726,3765,3701,,no Osi,3352,3248,3036,3001,3074,3207,5369,6288,6141,6307,6494,6756,,no Osi,2421,2558,2437,2598,2599,3891,10589,12016,11982,12206,12699,12380,Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no Osi,3253,3108,3116,3092,3073,2982,3123,3752,3788,3866,3839,3831,,no Osi,3277,3187,3035,3080,2948,3285,4664,6064,6427,6123,6450,6842,,no Osi,2561,2492,2480,2396,2555,3758,9679,11511,12090,12189,12573,12624,Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 2.5 nM Osi,3020,3170,3145,3223,3060,3194,3120,3373,3660,3484,3690,3528,,with 2.5 nM Osi,3319,3111,2912,2859,2959,3162,3973,5085,5313,5515,5723,5592,,with 2.5 nM Osi,2465,2415,2450,2293,2461,2914,6278,8572,8721,8745,8478,8882,2.5 nM Osi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 2.5 nM Osi,3129,3351,3191,3248,3259,3329,3193,3319,3757,3689,3811,3549,,with 2.5 nM Osi,3122,3304,3098,3084,2905,3034,4169,5164,5676,5331,5528,5603,,with 2.5 nM Osi,2461,2422,2519,2348,2509,3005,6194,8692,8654,9371,9161,9092,2.5 nM Osi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 5 nM Osi,0,2887,2992,3085,3000,2950,3061,3100,3136,3112,3110,3197,,with 5 nM Osi,0,3218,3110,3171,3010,2929,3777,4374,4324,4277,4388,4320,,with 5 nM Osi,0,2507,2550,2549,2794,2968,4435,5575,6099,5770,5819,5742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 5 nM Osi,0,2801,3076,2905,3027,3094,2992,3223,3149,3202,3127,2944,,with 5 nM Osi,0,3320,3277,3133,2992,3219,3553,4282,4232,4098,4503,4312,,with 5 nM Osi,0,2541,2626,2466,2651,2918,4449,6513,6503,6302,6433,5830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 10 nM Osi,0,3057,3312,2980,3057,3014,3260,3171,3034,3195,3172,3065,,with 10 nM Osi,0,3343,3285,3105,3257,3309,3432,3671,3411,3478,3656,3583,,with 10 nM Osi,0,2384,2475,2624,2813,2888,3568,4126,4388,4091,4121,4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 10 nM Osi,0,3044,3059,3082,3251,3199,3014,3109,3082,3114,2990,3010,,with 10 nM Osi,0,3280,3331,3025,3120,3261,3680,3678,3631,3556,3686,3713,,with 10 nM Osi,0,2493,2534,2566,2667,2965,3340,4248,4184,4030,3969,3798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC9 Daco titration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CTG/cell,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment,cell#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC9,55.0248722222222,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 nM Daco,10589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 nM Daco,9679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 2.5 nM Osi,6278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 2.5 nM Osi,6194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 5 nM Osi,4435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 5 nM Osi,4449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 10 nM Osi,3568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 10 nM Osi,3340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vehicle,12380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vehicle,12624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 nM Osi,8882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 nM Osi,9092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
