B,35120,35186,41559,32917,38254,35671,28760,41887,55801,47093,59447,44300,,B,33376,36668,40064,45821,38005,36956,43762,71145,92128,88508,104534,83708,,B,26137,40012,39185,39972,53834,54870,82292,162656,222379,255506,249316,226261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,43631,41585,37743,33100,34740,31553,41467,45585,50320,42241,48274,47474,,C,37677,44353,43841,48326,55539,46634,57952,74004,73925,74476,91433,61585,,C,26609,29140,39802,44838,38464,48116,70502,114934,131326,130343,145621,139011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,36077,28996,29284,30333,35868,33048,31763,36550,37271,37402,36550,38700,,D,34255,40903,45703,49703,51106,56444,68365,67460,72601,80928,76378,60418,,D,28156,43474,37258,39592,41664,49388,64312,112468,150185,145896,149070,148782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,184,41861,45087,48772,48811,50726,50949,49506,55972,50346,55460,47447,,E,249,45716,44746,43959,45598,50333,50162,48352,51474,55828,50660,54451,,E,236,33769,35763,39789,43553,48916,59775,86515,100783,99236,109294,93570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,79,49874,45100,50477,52995,48326,44116,51251,46569,38490,47788,37861,,F,131,51946,47054,45349,54503,57808,56877,63631,62962,65768,68443,66542,,F,210,38346,39828,44221,46687,48208,59591,82751,90475,93872,98108,92941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,157,50188,28996,47841,51133,54910,23448,49139,32038,25429,38176,33730,,G,118,47395,45611,38097,46189,53310,54018,54136,47749,47015,58227,41861,,G,144,40471,40208,37481,46910,51356,51185,74660,68483,67591,68483,62568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,157,29953,25573,28235,41218,24602,36051,22583,35658,23527,24589,22570,,H,118,47015,46241,43461,39736,43775,45520,51618,44812,50503,51644,36182,,H,210,32209,30150,34373,36077,42097,47054,52352,50556,53742,55578,46739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Background,144.25,,,,,,,,,,,,,Background,154,,,,,,,,,,,,,Background,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raw data - background,,,,,,,,,,,,,Average,raw data - background,,,,,,,,,,,,,Average,raw data - background,,,,,,,,,,,,,Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<>,1,2,3,4,5,6,7,8,9,10,11,12,,<>,1,2,3,4,5,6,7,8,9,10,11,12,,<>,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,32785.75,30306.75,28300.75,27343.75,21376.75,30372.75,30110.75,34372.75,40798.75,41663.75,41467.75,55722.75,,A,27714,35255,34494,36828,29432,30074,36776,64237,73784,74558,87738,75856,,A,15603,30697,26579,26107,25517,31996,53123,103573,144372,150601,151060,166299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,34975.75,35041.75,41414.75,32772.75,38109.75,35526.75,28615.75,41742.75,55656.75,46948.75,59302.75,44155.75,49939.25,B,33222,36514,39910,45667,37851,36802,43608,70991,91974,88354,104380,83554,79705,B,25937,39812,38985,39772,53634,54670,82092,162456,222179,255306,249116,226061,196180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,43486.75,41440.75,37598.75,32955.75,34595.75,31408.75,41322.75,45440.75,50175.75,42096.75,48129.75,47329.75,,C,37523,44199,43687,48172,55385,46480,57798,73850,73771,74322,91279,61431,,C,26409,28940,39602,44638,38264,47916,70302,114734,131126,130143,145421,138811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,35932.75,28851.75,29139.75,30188.75,35723.75,32903.75,31618.75,36405.75,37126.75,37257.75,36405.75,38555.75,,D,34101,40749,45549,49549,50952,56290,68211,67306,72447,80774,76224,60264,,D,27956,43274,37058,39392,41464,49188,64112,112268,149985,145696,148870,148582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,,41716.75,44942.75,48627.75,48666.75,50581.75,50804.75,49361.75,55827.75,50201.75,55315.75,47302.75,,E,,45562,44592,43805,45444,50179,50008,48198,51320,55674,50506,54297,,E,,33569,35563,39589,43353,48716,59575,86315,100583,99036,109094,93370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,,49729.75,44955.75,50332.75,52850.75,48181.75,43971.75,51106.75,46424.75,38345.75,47643.75,37716.75,,F,,51792,46900,45195,54349,57654,56723,63477,62808,65614,68289,66388,,F,,38146,39628,44021,46487,48008,59391,82551,90275,93672,97908,92741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G,,50043.75,28851.75,47696.75,50988.75,54765.75,23303.75,48994.75,31893.75,25284.75,38031.75,33585.75,,G,,47241,45457,37943,46035,53156,53864,53982,47595,46861,58073,41707,,G,,40271,40008,37281,46710,51156,50985,74460,68283,67391,68283,62368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,,29808.75,25428.75,28090.75,41073.75,24457.75,35906.75,22438.75,35513.75,23382.75,24444.75,22425.75,,H,,46861,46087,43307,39582,43621,45366,51464,44658,50349,51490,36028,,H,,32009,29950,34173,35877,41897,46854,52152,50356,53542,55378,46539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
convert to cel#,,,,,,,,,,,,,,convert to cel#,,,,,,,,,,,,,,convert to cel#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daco nM,250,83.33,27.78,9.259,3.086,1.029,0.343,0.114,0.038,0.013,0.004,DMSO,,Daco nM,250,83.33,27.78,9.259,3.086,1.029,0.343,0.114,0.038,0.013,0.004,DMSO,,Daco nM,250,83.33,27.78,9.259,3.086,1.029,0.343,0.114,0.038,0.013,0.004,DMSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no Osi,2655,2455,2292,2215,1731,2460,2439,2784,3304,3374,3358,4513,,no Osi,2245,2855,2794,2983,2384,2436,2978,5203,5976,6038,7106,6144,,no Osi,1264,2486,2153,2114,2067,2591,4302,8388,11693,12197,12234,13468,Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no Osi,2833,2838,3354,2654,3086,2877,2318,3381,4508,3802,4803,3576,,no Osi,2691,2957,3232,3699,3066,2981,3532,5750,7449,7156,8454,6767,,no Osi,2101,3224,3157,3221,4344,4428,6649,13157,17994,20677,20176,18309,Vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 2.5 nM Osi,3522,3356,3045,2669,2802,2544,3347,3680,4064,3409,3898,3833,,with 2.5 nM Osi,3039,3580,3538,3901,4486,3764,4681,5981,5975,6019,7393,4975,,with 2.5 nM Osi,2139,2344,3207,3615,3099,3881,5694,9292,10620,10540,11778,11242,2.5 nM Osi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 2.5 nM Osi,2910,2337,2360,2445,2893,2665,2561,2948,3007,3017,2948,3123,,with 2.5 nM Osi,2762,3300,3689,4013,4127,4559,5524,5451,5867,6542,6173,4881,,with 2.5 nM Osi,2264,3505,3001,3190,3358,3984,5192,9093,12147,11800,12057,12034,2.5 nM Osi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 5 nM Osi,0,3379,3640,3938,3941,4097,4115,3998,4521,4066,4480,3831,,with 5 nM Osi,0,3690,3611,3548,3680,4064,4050,3904,4156,4509,4090,4397,,with 5 nM Osi,0,2719,2880,3206,3511,3945,4825,6991,8146,8021,8835,7562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 5 nM Osi,0,4028,3641,4076,4280,3902,3561,4139,3760,3106,3859,3055,,with 5 nM Osi,0,4195,3798,3660,4402,4669,4594,5141,5087,5314,5531,5377,,with 5 nM Osi,0,3089,3209,3565,3765,3888,4810,6686,7311,7586,7930,7511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 10 nM Osi,0,4053,2337,3863,4130,4435,1887,3968,2583,2048,3080,2720,,with 10 nM Osi,0,3826,3682,3073,3728,4305,4362,4372,3855,3795,4703,3378,,with 10 nM Osi,0,3262,3240,3019,3783,4143,4129,6030,5530,5458,5530,5051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with 10 nM Osi,0,2414,2059,2275,3327,1981,2908,1817,2876,1894,1980,1816,,with 10 nM Osi,0,3795,3733,3507,3206,3533,3674,4168,3617,4078,4170,2918,,with 10 nM Osi,0,2592,2426,2768,2906,3393,3795,4224,4078,4336,4485,3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC9 Daco titration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CTG/cell,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment,cell#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC9,12.3473027777778,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 nM Daco,2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 nM Daco,4344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 2.5 nM Osi,3099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 2.5 nM Osi,3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 5 nM Osi,3511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 5 nM Osi,3765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 10 nM Osi,3783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daco+ 10 nM Osi,2906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vehicle,13468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vehicle,18309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 nM Osi,11242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 nM Osi,12034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
